0, -5.39,
52, -7.33,
97, -7.86,
143, nan,
188, -10.37,
234, -13.12,
279, -17.02,
325, -21.54,
371, -30.66,
417, -33.22,
463, -33.56,
509, -31.90,
554, -28.70,
600, -27.13,
667, -32.12,
714, -26.83,
759, -24.71,
804, -20.59,
850, -17.83,
895, -13.07,
941, -6.57,
986, 6.75,
1032, 12.67,
1077, 8.86,
1123, 1.52,
1168, -1.18,
1214, -4.46,
1259, -5.21,
1305, -8.55,
1350, -6.07,
1397, -1.30,
1442, -6.63,
1488, nan,
1533, -4.27,
1579, -2.65,
1624, -1.06,
1670, -1.32,
1715, -2.35,
1761, 1.97,
1806, -0.36,
1852, -5.92,
1901, -7.44,
1947, -3.03,
1993, -5.09,
2039, -7.13,
2085, -10.12,
2130, -11.62,
2176, -8.05,
2222, -5.90,
2267, -3.03,
2313, -4.31,
2359, -1.23,
2405, -7.98,
2450, -1.00,
2496, 1.22,
2542, -1.15,
2587, -0.46,
2634, -0.95,
2680, -2.96,
2725, -2.86,
2771, 0.54,
2816, 1.72,
2862, 3.85,
2908, -1.89,
2953, 0.52,
2999, -1.03,
3044, -1.19,
3090, -1.32,
3135, -4.30,
3181, -6.92,
3227, -4.13,
3273, -5.03,
3319, -4.83,
3364, -8.53,
3410, -9.23,
3456, -10.53,
3508, -10.94,
3554, -12.17,
3600, -11.09,
3646, -10.59,
3691, -11.95,
3735, -10.22,
3780, -11.62,
3827, -7.83,
3873, -11.98,
3919, -14.10,
3965, -9.09,
4010, -12.03,
4056, -9.88,
4102, -13.36,
4148, -7.54,
4194, -12.47,
4240, -9.07,
4285, -8.79,
4331, -8.41,
4377, -9.31,
4423, -0.11,
4470, 5.47,
4515, 4.44,
4561, 1.06,
4607, 4.58,
4653, 8.97,
4699, -4.47,
4744, -6.50,
4790, 2.22,
4836, -0.66,
4882, 1.39,
4928, 1.56,
4973, 2.13,
5019, 1.42,
5066, 4.29,
5111, 1.28,
5157, 4.04,
5203, 0.85,
5249, -2.69,
5294, -1.38,
5340, 2.84,
5386, -2.41,
5431, -0.01,
5477, -6.28,
5526, 5.20,
5572, 6.53,
5617, 0.10,
5664, -2.93,
5710, -4.30,
5755, -4.75,
5801, -7.35,
5868, -3.35,
5914, -0.05,
5959, -1.12,
6006, 2.01,
6051, 4.82,
6097, 3.73,
6142, 8.10,
6188, 8.96,
6234, 7.90,
6279, 5.44,
6325, 7.47,
6371, 11.03,
6416, 7.76,
6462, 3.94,
6508, 8.38,
6554, 5.54,
6599, 4.70,
6646, 8.41,
6692, 2.40,
6738, -6.94,
6784, -3.92,
6829, 6.52,
6875, 9.31,
6921, 10.20,
6967, 4.52,
7012, 9.44,
7058, 4.83,
7104, 1.90,
7150, 4.88,
7195, 4.08,
7242, 4.13,
7288, 8.57,
7333, 6.68,
7379, 7.89,
7425, 3.61,
7474, -0.74,
7519, -3.57,
7565, -1.87,
7611, -1.92,
7657, -9.02,
7703, -3.67,
7749, -3.95,
7795, -4.97,
7841, -3.51,
7887, -1.82,
7933, 2.39,
7978, -2.23,
8024, 0.71,
8070, 0.63,
8115, 3.57,
8161, 7.10,
8207, 0.57,
8252, 1.80,
8298, -3.13,
8343, -3.95,
8389, -4.46,
8436, -9.78,
8481, -3.34,
8527, -7.87,
8572, -0.46,
8618, -0.68,
8663, 3.30,
8709, -0.15,
8754, 1.69,
8800, 0.68,
8846, 0.46,
8891, 1.90,
8936, 2.22,
8982, 2.04,
9027, 5.45,
9073, 3.70,
9120, 0.89,
9165, -3.94,
9211, 0.94,
9263, 0.35,
9309, 0.48,
9358, 2.32,
9403, 6.56,
9449, 10.80,
9494, 7.72,
9540, 9.12,
9585, 10.79,
9632, 5.59,
9678, 4.59,
9723, -4.53,
9769, -4.97,
9814, -5.72,
9860, -7.13,
9906, -4.14,
9951, -4.28,
9997, -1.35,
