0, -4.51,
70, -6.33,
121, 4.81,
172, -2.85,
223, 5.15,
274, 13.49,
325, 4.09,
376, 5.72,
427, 5.90,
478, 3.34,
529, 4.34,
580, 1.93,
631, 2.99,
682, 4.15,
733, 0.71,
784, -1.25,
835, 0.95,
886, 1.25,
936, -1.56,
987, -0.97,
1038, -1.78,
1089, 3.65,
1140, -0.84,
1191, 1.77,
1242, -2.02,
1294, -4.28,
1344, -2.64,
1395, -7.58,
1446, -0.05,
1496, 3.84,
1548, 0.79,
1599, -4.52,
1649, -1.48,
1700, -0.41,
1751, -4.92,
1802, -2.10,
1854, -5.97,
1904, -1.15,
1955, -0.55,
2006, -5.03,
2056, 1.83,
2108, -1.30,
2159, -2.84,
2213, -3.62,
2264, -5.39,
2316, -0.64,
2366, 4.68,
2417, 1.70,
2468, -2.41,
2519, 3.74,
2570, -0.58,
2622, 2.71,
2672, 7.53,
2723, 9.99,
2774, 2.13,
2825, 1.86,
2877, 1.24,
2928, 7.71,
2979, 6.73,
3029, -2.97,
3080, 4.68,
3132, 6.62,
3183, 5.57,
3234, 5.42,
3285, 7.72,
3336, 3.21,
3388, 4.93,
3439, -3.40,
3490, 2.45,
3541, 4.48,
3592, -0.42,
3644, -5.51,
3694, -4.40,
3745, -2.06,
3796, 0.69,
3847, 3.05,
3899, 3.59,
3949, -1.57,
4000, 1.28,
4051, 0.27,
4102, -1.64,
4154, -1.37,
4205, 0.66,
4256, 2.09,
4307, 9.68,
4355, 3.33,
4407, 7.36,
4458, -2.54,
4509, 1.28,
4560, 2.08,
4611, -3.55,
4663, 3.13,
4714, 3.04,
4764, 1.14,
4815, 8.69,
4866, 2.36,
4918, 8.43,
4969, 6.84,
5020, 8.88,
5071, 6.70,
5122, -2.76,
5174, -2.15,
5225, 5.38,
5276, 0.76,
5327, 6.95,
5378, 13.20,
5430, 14.34,
5481, 8.69,
5531, -0.70,
5582, 2.18,
5633, 4.92,
5684, 3.94,
5736, -2.86,
5809, 5.65,
5861, 2.04,
5912, 2.43,
5963, -0.31,
6013, 1.54,
6064, -0.19,
6116, -0.78,
6167, 1.53,
6217, 2.69,
6268, -3.72,
6327, 5.27,
6378, -0.75,
6429, 0.62,
6483, -4.89,
6534, 3.32,
6586, 3.09,
6637, 4.25,
6687, 5.71,
6738, 10.10,
6789, -0.48,
6841, -1.78,
6892, 9.32,
6943, 11.37,
6994, 4.02,
7044, 4.77,
7096, 4.55,
7147, 3.38,
7198, -1.23,
7249, 0.29,
7299, 5.58,
7351, 1.32,
7402, 2.18,
7453, -4.49,
7503, 1.55,
7554, 4.13,
7606, 2.33,
7657, -1.19,
7708, -2.85,
7759, 1.23,
7809, 5.04,
7860, -1.02,
7912, -4.62,
7963, -2.29,
8014, 2.82,
8065, -1.23,
8115, -3.17,
8167, -4.79,
8218, -4.38,
8269, -3.79,
8320, -6.13,
8370, -4.73,
8422, -1.26,
8473, 3.03,
8524, -1.32,
8578, -1.80,
8630, 0.85,
8680, -5.00,
8731, -2.21,
8782, -1.89,
8833, 0.09,
8884, -0.56,
8935, 2.80,
8986, 4.68,
9037, 6.42,
9088, 7.50,
9138, 8.08,
9190, 3.65,
9241, 3.16,
9292, 4.98,
9343, 8.63,
9393, 11.71,
9445, 4.89,
9496, -4.34,
9547, -1.05,
9598, 3.79,
9649, 0.46,
9701, 4.64,
9753, 11.97,
9804, 1.49,
9856, 25.78,
9907, 25.21,
9960, 24.48,
10012, 2.29,
10064, -30.54,
10117, -46.80,
10170, -44.76,
10221, -26.96,
10272, -9.71,
10323, 5.78,
10373, 19.12,
10425, 33.67,
10476, 46.92,
