0, 2.92,
64, 4.45,
110, 5.54,
156, 6.17,
201, 4.86,
247, 3.51,
292, 2.68,
338, 5.11,
383, 4.48,
429, 4.08,
475, 2.20,
520, 1.51,
566, 0.47,
611, 1.23,
658, 3.52,
703, 2.51,
749, 1.55,
794, 0.15,
840, -0.89,
886, -1.37,
931, -0.95,
977, -0.90,
1022, -1.80,
1068, -1.50,
1114, -2.84,
1159, -2.62,
1205, -3.10,
1251, -3.50,
1296, -3.03,
1343, -4.00,
1388, -3.05,
1434, -2.98,
1480, -2.57,
1525, -2.39,
1571, -1.45,
1617, -1.06,
1662, -0.56,
1708, -1.11,
1753, -0.01,
1799, 0.40,
1845, -0.08,
1890, 1.11,
1936, 0.70,
1986, 0.48,
2031, 0.65,
2077, 0.52,
2123, 0.45,
2168, 0.12,
2214, -0.50,
2260, -0.59,
2305, -0.32,
2351, -0.17,
2397, 0.43,
2442, -0.08,
2488, 0.59,
2533, 0.99,
2580, -1.93,
2626, -5.59,
2672, -2.87,
2718, 2.62,
2763, -2.53,
2809, -4.78,
2855, -13.34,
2901, -9.23,
2947, -6.13,
2992, -11.60,
3038, -12.50,
3084, -11.96,
3130, -10.69,
3177, -17.06,
3222, -19.06,
3268, -21.63,
3314, -22.23,
3360, -24.79,
3406, -23.63,
3452, -16.73,
3499, nan,
3545, -10.16,
3591, -3.35,
3638, -6.33,
3685, 17.49,
3733, 42.15,
3780, 52.19,
3830, 37.41,
3876, 25.43,
3922, 11.74,
3967, -1.05,
4013, -17.22,
4059, -29.09,
4105, -42.18,
4150, -29.89,
4197, -33.86,
4245, -13.41,
4293, -4.82,
4340, 23.03,
4387, 27.05,
4434, 29.75,
4480, 17.17,
4527, 31.66,
4574, 40.54,
4620, 36.19,
4666, 34.75,
4713, 32.09,
4760, 31.83,
4806, 30.42,
4852, 25.26,
4898, 23.75,
4943, 25.43,
4989, 21.72,
5035, 18.16,
5080, 18.99,
5126, 17.54,
5172, 15.22,
5239, 14.34,
5285, 13.66,
5331, 11.19,
5377, 13.73,
5422, 11.51,
5468, 14.93,
5514, 11.61,
5560, 12.43,
5607, 9.35,
5663, -3.74,
5710, -7.75,
5756, -9.92,
5802, -10.02,
5847, -7.45,
5893, -12.59,
5939, -13.26,
5985, -7.97,
6030, -10.97,
6077, -12.50,
6123, -13.04,
6168, -11.54,
6214, -6.75,
6260, -6.56,
6306, -5.45,
6351, -6.73,
6397, -9.06,
6443, -8.25,
6488, -10.36,
6534, -8.80,
6580, -7.43,
6625, -13.24,
6671, -4.75,
6718, -9.36,
6764, -8.56,
6809, -9.63,
6855, -8.71,
6901, -11.11,
6947, -12.87,
6993, -9.42,
7039, -16.32,
7085, -23.57,
7132, -13.58,
7178, -16.13,
7224, -17.96,
7271, -11.11,
7317, -5.23,
7364, -2.87,
7413, -7.39,
7459, -11.68,
7506, -0.66,
7552, 5.35,
7598, 1.64,
7644, 2.53,
7690, -17.00,
7736, -7.27,
7783, 0.39,
7829, -0.67,
7875, -4.59,
7921, -11.82,
7967, -1.35,
8013, -0.77,
8058, -3.14,
8104, -4.01,
8150, -6.47,
8196, -0.12,
8242, -15.13,
8288, -4.44,
8334, -12.49,
8381, -0.27,
8427, 3.91,
8473, -6.52,
8519, -0.55,
8565, -5.45,
8611, 1.63,
8657, -5.41,
8703, -4.45,
8748, -8.47,
8794, 3.20,
8840, -0.59,
8886, -0.60,
8932, -1.00,
8978, 0.69,
9024, -3.37,
9070, 1.14,
9115, 4.83,
9161, -6.54,
9207, 0.36,
9250, 0.24,
9296, -1.00,
9342, 1.95,
9388, -0.26,
9434, -1.17,
9479, -10.71,
9526, 6.60,
9571, -4.70,
9618, -8.25,
9664, -5.81,
9710, -4.19,
9756, -8.08,
9802, -10.91,
9848, -8.77,
9894, -16.25,
9940, -17.29,
9985, -19.36,
