0,0,1,4
2543,0,1,4
2565,0,1,4
2589,0,1,4
2612,0,1,4
2635,0,1,4
2658,0,1,4
2682,0,1,4
2704,0,0,4
2728,0,1,4
2752,0,1,4
2774,0,-1,4
2798,0,1,4
2821,0,1,4
2845,0,1,4
2867,0,2,4
2891,0,1,4
2914,0,1,4
2937,0,1,4
2960,0,0,4
2984,0,1,4
3007,0,1,4
3033,0,1,4
3057,0,0,4
3080,0,1,4
3103,0,1,4
3126,0,1,4
3150,0,1,4
3173,0,-1,3
3196,0,1,4
3220,0,1,4
3243,0,1,4
3267,0,2,4
3289,0,-1,4
3313,0,1,4
3336,0,1,4
3360,0,1,4
3382,0,1,4
3406,0,0,4
3429,0,1,4
3452,0,1,4
3476,0,1,4
3499,0,1,4
3526,0,1,4
3549,0,-1,4
3572,0,1,4
3595,0,1,4
3619,0,1,4
3642,0,1,4
3665,0,-2,4
3689,0,1,4
3712,0,1,4
3736,0,1,4
3758,0,1,4
3782,0,-1,4
3805,0,1,4
3829,0,1,4
3851,0,1,4
3875,0,1,4
3898,0,0,4
3921,0,1,4
3945,0,1,4
3968,0,-2,4
3992,0,1,4
4018,0,1,4
4042,0,-1,4
4064,0,1,4
4088,0,1,4
4111,0,-2,4
4134,0,1,4
4158,0,0,4
4181,0,1,4
4205,0,1,4
4227,0,-2,2
4251,0,1,4
4274,0,1,4
4298,0,1,4
4320,0,1,4
4344,0,-2,4
4367,0,1,4
4390,0,1,4
4414,0,1,4
4437,0,1,4
4461,0,-2,4
4483,0,1,4
4511,0,1,4
4533,0,1,4
4602,0,1,4
4625,0,1,4
4648,0,-3,4
4672,0,1,4
4695,0,1,4
4719,0,1,4
4741,0,1,4
4765,0,-2,4
4788,1,1,3
4812,0,1,4
4834,0,1,3
4858,0,1,3
4881,0,-2,3
4905,0,1,3
4928,0,1,3
4951,0,-3,3
4975,0,1,3
4997,0,-2,4
5021,0,1,3
5044,0,1,3
5071,0,1,3
5094,0,1,3
5117,0,1,3
5141,0,-3,4
5164,0,1,3
5188,0,1,3
5210,0,2,3
5234,0,1,3
5257,0,-2,4
5281,1,1,3
5303,0,1,3
5327,0,1,3
5350,0,1,3
5374,0,-2,3
5404,0,-2,4
5427,0,1,3
5451,0,1,3
5474,0,-2,3
5498,0,1,3
5520,0,-2,3
5544,0,1,3
5571,0,1,3
5594,0,1,3
5618,0,-2,3
5640,0,1,3
5664,1,-2,3
5687,0,1,3
5711,0,1,3
5733,0,-3,3
5757,0,1,3
5781,0,-2,3
5804,0,1,3
5827,-1,1,3
5850,0,-3,3
5874,1,1,3
5897,0,-3,3
5920,0,1,3
5943,0,1,3
5967,0,-3,3
5990,0,1,3
6013,0,-2,3
6037,1,1,3
6063,0,1,3
6087,0,1,3
6110,0,-3,3
6133,0,1,3
6156,0,-3,4
6180,0,1,3
6203,0,1,3
6226,0,-3,3
6250,0,1,3
6273,1,-2,4
6296,0,1,3
6319,0,1,4
6343,-1,-2,3
6366,1,1,3
6390,-3,-3,3
6412,2,1,3
6436,-1,0,3
6459,-1,-2,3
6483,0,1,3
6506,-2,-2,3
6532,0,-2,3
6556,1,1,3
6579,0,-2,3
6603,0,1,3
6625,0,1,3
6694,0,-2,3
6718,1,1,3
6741,0,-1,3
6764,0,1,3
6787,0,1,3
6811,-3,-3,3
6834,-1,1,3
6857,3,-2,3
6880,2,1,3
6904,2,1,3
6927,1,-2,3
6950,1,1,3
6974,1,-1,3
6997,1,1,3
7021,0,1,3
7043,0,-2,3
7070,4,-2,3
7093,3,2,3
7117,3,-2,3
7140,2,1,3
7163,-1,1,3
7187,-3,-3,3
7210,-3,1,3
7234,-2,-2,3
7256,0,1,3
7280,0,1,3
7303,0,-2,3
7327,0,1,3
7349,0,-2,3
7373,1,1,3
7396,3,1,3
7419,0,-2,3
7443,0,1,3
7466,-1,-1,3
7490,0,1,3
7512,0,1,3
7536,3,-3,3
7562,0,-2,3
7586,-3,1,3
7609,0,-2,3
7632,3,1,3
7656,0,1,3
7679,-1,-2,3
7703,0,1,3
7725,2,-2,3
7749,0,1,3
7772,-1,1,3
7796,0,-2,3
7818,1,1,3
7842,1,-2,3
7865,-1,-3,3
7889,1,1,3
7912,0,-3,3
7935,-1,1,3
7959,1,-2,3
7982,0,1,3
8005,0,1,3
8028,2,-3,3
8055,-1,-2,3
8078,2,1,3
8102,-2,-2,3
8125,1,1,3
8148,-2,0,3
8172,0,-2,3
8195,0,1,3
8218,-1,-2,3
8241,1,1,3
8265,-2,1,3
8288,3,-2,3
8318,4,-2,3
8342,-2,1,3
8365,2,-2,3
8389,-1,-2,3
8412,1,1,3
8435,-1,-2,3
8458,-4,1,3
8482,3,-2,3
8505,-5,1,3
8532,-1,1,3
8556,1,-2,3
8578,-5,1,3
8602,6,1,3
8625,-4,-3,3
8648,-4,1,3
8671,7,-2,3
8695,-2,-2,2
8718,-4,1,3
8787,3,-2,3
8810,-2,1,2
8833,-1,0,3
8857,-2,1,2
8880,3,2,3
8903,1,-2,3
8926,-8,2,2
8950,9,-2,3
8972,-5,-2,2
8996,1,2,2
9019,-7,-2,3
9043,10,2,2
9070,11,2,2
9093,-2,-2,3
9116,0,2,2
9139,-13,0,3
9163,12,-2,3
9186,-2,2,2
9209,2,-1,3
9232,-13,2,2
9256,2,0,3
9280,10,0,3
9302,2,2,2
9326,1,-1,3
9349,-5,2,2
9373,-12,2,3
9395,0,-2,3
9419,9,2,2
9442,6,-1,3
9466,1,2,2
9488,0,0,3
9512,-10,-2,3
9539,0,-2,2
9562,-10,2,2
9586,-10,2,3
9608,-3,2,2
9632,5,-1,3
9655,7,1,2
9679,5,2,2
9701,3,-2,3
9725,1,2,2
9749,0,0,3
9771,-6,-2,3
9795,-9,2,2
9818,-9,-1,3
9842,-5,2,2
9864,0,2,2
9888,5,2,2
9911,5,2,2
9935,6,0,3
9957,4,0,2
9981,3,2,2
10005,4,2,2
10031,6,-1,3
10055,6,2,2
10077,6,-1,3
10101,5,-1,2
10124,6,2,2
10148,4,1,2
10170,3,2,2
10194,2,2,2
10218,3,2,2
10240,2,2,2
10264,2,2,2
10287,3,2,2
10311,2,2,2
10333,2,2,3
10357,1,2,2
10380,3,2,2
10404,2,2,2
10426,2,2,3
10450,4,2,2
10474,4,2,2
10500,0,2,3
10524,0,0,3
10546,0,2,2
10570,-1,-1,3
10593,-5,-2,2
10617,-4,2,3
10640,-5,-2,3
10663,-4,2,2
10687,-2,-1,3
10710,-1,2,2
10734,1,-1,3
10756,1,2,2
10780,1,2,2
10803,2,2,2
10872,3,2,2
10894,3,2,2
10918,4,2,2
10942,0,2,2
10965,-2,-1,3
10988,-4,2,2
11014,2,2,2
11038,3,1,2
11061,3,2,2
11085,2,2,2
11107,1,-1,3
11131,-4,2,2
11155,-5,-1,3
11178,-4,-1,2
11201,-2,2,3
11224,2,2,2
11248,3,2,2
11278,-1,2,2
11302,2,2,2
11325,3,2,2
11348,3,2,2
11372,1,2,2
11395,-1,2,2
11418,-4,-1,3
11441,-2,-1,2
11465,0,2,2
11491,1,0,3
11515,-2,-1,3
11539,-4,2,2
11561,-1,-1,3
11585,0,2,2
11608,2,0,3
11632,3,2,2
11654,1,2,2
11678,-1,-1,3
11701,-3,2,3
11725,0,0,3
11747,3,2,2
11771,2,2,2
11795,2,0,3
11817,-1,2,2
11841,-3,0,3
11864,-1,-1,3
11888,3,2,2
11910,3,2,2
11934,1,2,2
11960,0,2,2
11984,3,2,2
12008,1,-1,3
12030,-1,2,2
12054,-3,-1,3
12077,2,2,2
12101,3,0,3
12123,2,-1,3
12147,-2,2,2
12170,-1,0,3
12194,2,2,2
12216,2,0,3
12240,-2,-1,3
12264,-4,2,2
12287,2,0,3
12310,2,2,2
12333,-1,0,3
12357,-3,-1,3
12380,2,2,2
12403,2,-1,3
12430,0,-1,3
12453,3,2,2
12477,0,-1,3
12500,-4,-1,2
12524,3,1,2
12546,1,-1,3
12570,-2,2,2
12593,0,-1,3
12617,2,-1,2
12639,0,2,3
12663,-2,-1,3
12686,3,2,2
12710,-1,-1,3
12733,-3,1,2
12756,3,1,3
12780,0,-1,3
12803,-2,1,2
12826,3,0,3
12849,-1,-1,2
12873,-1,1,3
12899,-2,0,3
12968,0,-2,3
12991,-4,1,2
13014,3,1,2
13038,0,1,2
13060,-4,1,3
13084,4,1,2
13107,-2,1,2
13131,0,1,2
13153,3,1,2
13177,-4,1,3
13200,3,0,3
13224,0,1,2
13247,-1,-1,3
13270,2,-2,2
13294,-3,2,3
13317,2,1,2
13340,-1,1,2
13363,-1,1,2
13387,2,-2,2
13413,3,1,2
13437,0,0,3
13460,-2,1,2
13483,1,2,2
13507,-3,-1,3
13530,3,1,2
13553,-3,2,3
13576,2,1,2
13600,0,1,2
13622,-1,1,2
13646,0,-1,2
13669,-3,1,2
13693,3,-2,3
13716,-3,1,2
13739,3,-1,3
13763,-3,-2,3
13786,2,1,2
13809,-3,-2,3
13832,2,1,2
13856,0,-1,3
13882,2,-1,3
13906,-3,1,2
13929,1,1,3
13952,-3,1,2
13976,3,1,2
13999,-3,3,2
14022,3,-2,2
14045,-4,2,2
14069,3,-2,3
14092,-4,1,2
14115,3,-1,3
14138,-3,1,2
14162,4,2,2
14186,-3,1,2
14215,1,0,3
14239,-2,1,2
14262,3,1,3
14286,-3,-1,3
14308,3,2,2
14332,-3,-4,2
14353,1,0,2
14376,-1,1,2
14400,1,0,3
14423,-1,1,2
14447,3,0,3
14469,-2,-1,3
14493,2,2,2
14516,-2,1,2
14539,3,1,2
14562,-2,1,2
14586,1,-1,3
14609,0,1,2
14632,0,-1,3
14656,1,-1,2
14679,-2,2,2
14703,4,-2,3
14725,-3,1,3
14749,2,-1,3
14772,0,0,2
14799,-2,-1,2
14822,0,1,3
14845,2,-1,3
14869,-2,1,2
14892,3,-1,3
14915,-3,1,2
14938,2,2,3
14962,0,-1,3
14985,-1,1,2
15053,2,-1,3
15076,-2,1,2
15100,1,1,2
